key,English,हिंदी,भोजपुरी,ਪੰਜਾਬੀ,मराठी,category
auto_community_prepare_morning_0046,Prepare community support for morning field rounds.,तैयार करें समुदाय सहायता सुबह खेत निरीक्षण के लिए।,तइयार करीं समुदाय सहारा भोर खेत जांच खातिर।,ਤਿਆਰ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,तयार करा समुदाय मदत सकाळच्या फेरीसाठी.,synthetic_extension
auto_market_prepare_morning_0047,Prepare market readiness for morning field rounds.,तैयार करें बाजार तैयारी सुबह खेत निरीक्षण के लिए।,तइयार करीं बाजार तैयारी भोर खेत जांच खातिर।,ਤਿਆਰ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,तयार करा बाजार तयारी सकाळच्या फेरीसाठी.,synthetic_extension
auto_expert_prepare_morning_0048,Prepare expert escalation for morning field rounds.,तैयार करें विशेषज्ञ सहायता सुबह खेत निरीक्षण के लिए।,तइयार करीं विशेषज्ञ मदद भोर खेत जांच खातिर।,ਤਿਆਰ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,तयार करा तज्ञ सल्ला सकाळच्या फेरीसाठी.,synthetic_extension
auto_report_prepare_morning_0049,Prepare report generation for morning field rounds.,तैयार करें रिपोर्ट निर्माण सुबह खेत निरीक्षण के लिए।,तइयार करीं रिपोर्ट बनावल भोर खेत जांच खातिर।,ਤਿਆਰ ਕਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,तयार करा अहवाल निर्मिती सकाळच्या फेरीसाठी.,synthetic_extension
auto_weather_validate_morning_0050,Validate weather planning for morning field rounds.,सत्यापित करें मौसम योजना सुबह खेत निरीक्षण के लिए।,पक्का करीं मौसम योजना भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा हवामान नियोजन सकाळच्या फेरीसाठी.,synthetic_extension
auto_scan_validate_morning_0051,Validate leaf scan quality for morning field rounds.,सत्यापित करें पत्ती स्कैन गुणवत्ता सुबह खेत निरीक्षण के लिए।,पक्का करीं पत्ता स्कैन गुणवत्ता भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा पान स्कॅन गुणवत्ता सकाळच्या फेरीसाठी.,synthetic_extension
auto_soil_validate_morning_0052,Validate soil readiness for morning field rounds.,सत्यापित करें मिट्टी तैयारी सुबह खेत निरीक्षण के लिए।,पक्का करीं माटी तैयारी भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा माती तयारी सकाळच्या फेरीसाठी.,synthetic_extension
auto_irrigation_validate_morning_0053,Validate irrigation timing for morning field rounds.,सत्यापित करें सिंचाई समय सुबह खेत निरीक्षण के लिए।,पक्का करीं सिंचाई समय भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा सिंचन वेळ सकाळच्या फेरीसाठी.,synthetic_extension
auto_nutrition_validate_morning_0054,Validate nutrient balance for morning field rounds.,सत्यापित करें पोषण संतुलन सुबह खेत निरीक्षण के लिए।,पक्का करीं पोषण संतुलन भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा पोषण संतुलन सकाळच्या फेरीसाठी.,synthetic_extension
auto_canopy_validate_morning_0055,Validate canopy management for morning field rounds.,सत्यापित करें पौध संरचना प्रबंधन सुबह खेत निरीक्षण के लिए।,पक्का करीं पौधा बनावट प्रबंधन भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा छत्र व्यवस्थापन सकाळच्या फेरीसाठी.,synthetic_extension
auto_community_validate_morning_0056,Validate community support for morning field rounds.,सत्यापित करें समुदाय सहायता सुबह खेत निरीक्षण के लिए।,पक्का करीं समुदाय सहारा भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा समुदाय मदत सकाळच्या फेरीसाठी.,synthetic_extension
auto_market_validate_morning_0057,Validate market readiness for morning field rounds.,सत्यापित करें बाजार तैयारी सुबह खेत निरीक्षण के लिए।,पक्का करीं बाजार तैयारी भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा बाजार तयारी सकाळच्या फेरीसाठी.,synthetic_extension
auto_expert_validate_morning_0058,Validate expert escalation for morning field rounds.,सत्यापित करें विशेषज्ञ सहायता सुबह खेत निरीक्षण के लिए।,पक्का करीं विशेषज्ञ मदद भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा तज्ञ सल्ला सकाळच्या फेरीसाठी.,synthetic_extension
auto_report_validate_morning_0059,Validate report generation for morning field rounds.,सत्यापित करें रिपोर्ट निर्माण सुबह खेत निरीक्षण के लिए।,पक्का करीं रिपोर्ट बनावल भोर खेत जांच खातिर।,ਤਸਦੀਕ ਕਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਸਵੇਰੇ ਖੇਤ ਜਾਂਚ ਲਈ।,प्रमाणित करा अहवाल निर्मिती सकाळच्या फेरीसाठी.,synthetic_extension
auto_weather_review_noon_0060,Review and confirm weather planning for midday checks.,जांचें और पुष्टि करें मौसम योजना दोपहर जांच के लिए।,जांचीं आ पक्का करीं मौसम योजना दुपहरिया जांच खातिर।,ਜਾਂਚੋ ਅਤੇ ਪੁਸ਼ਟੀ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਦੁਪਹਿਰ ਜਾਂਚ ਲਈ।,तपासा आणि खात्री करा हवामान नियोजन दुपारच्या तपासणीसाठी.,synthetic_extension
auto_scan_review_noon_0061,Review and confirm leaf scan quality for midday checks.,जांचें और पुष्टि करें पत्ती स्कैन गुणवत्ता दोपहर जांच के लिए।,जांचीं आ पक्का करीं पत्ता स्कैन गुणवत्ता दुपहरिया जांच खातिर।,ਜਾਂਚੋ ਅਤੇ ਪੁਸ਼ਟੀ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਦੁਪਹਿਰ ਜਾਂਚ ਲਈ।,तपासा आणि खात्री करा पान स्कॅन गुणवत्ता दुपारच्या तपासणीसाठी.,synthetic_extension
auto_soil_review_noon_0062,Review and confirm soil readiness for midday checks.,जांचें और पुष्टि करें मिट्टी तैयारी दोपहर जांच के लिए।,जांचीं आ पक्का करीं माटी तैयारी दुपहरिया जांच खातिर।,ਜਾਂਚੋ ਅਤੇ ਪੁਸ਼ਟੀ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਦੁਪਹਿਰ ਜਾਂਚ ਲਈ।,तपासा आणि खात्री करा माती तयारी दुपारच्या तपासणीसाठी.,synthetic_extension
auto_irrigation_review_noon_0063,Review and confirm irrigation timing for midday checks.,जांचें और पुष्टि करें सिंचाई समय दोपहर जांच के लिए।,जांचीं आ पक्का करीं सिंचाई समय दुपहरिया जांच खातिर।,ਜਾਂਚੋ ਅਤੇ ਪੁਸ਼ਟੀ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਦੁਪਹਿਰ ਜਾਂਚ ਲਈ।,तपासा आणि खात्री करा सिंचन वेळ दुपारच्या तपासणीसाठी.,synthetic_extension
